id,sourceLocation,destinationLocation,transportationResource,name,distance
027d877e_2175_4468_b66c_a286e19883c3,b450b244_96dc_4df9_8549_a42bc39d57b8,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Gibraltar Harbor by Truck General Cargo,765.62
a95ba174_ad90_47e9_83b1_bf0ba5f36939,b450b244_96dc_4df9_8549_a42bc39d57b8,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Gibraltar Harbor by Truck Long Distance,765.62
ae73d400_1999_4bff_a5bd_df0229b3666f,b450b244_96dc_4df9_8549_a42bc39d57b8,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Gibraltar Harbor by Truck Oversized Low Bed,765.62
b0d22115_6701_4f95_9569_f38ac4d3bb97,b450b244_96dc_4df9_8549_a42bc39d57b8,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Gibraltar Harbor by Truck Oversized Standard Bed,765.62
ed368f3a_3dd1_4d9f_b922_932bb3f9a3ae,b450b244_96dc_4df9_8549_a42bc39d57b8,60845a2a_07fd_496c_b3b7_dc1423d0ab18,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Gruenendeich Harbor by Truck General Cargo,2396.29
ee019010_f953_4a75_bc70_715fb7706901,b450b244_96dc_4df9_8549_a42bc39d57b8,60845a2a_07fd_496c_b3b7_dc1423d0ab18,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Gruenendeich Harbor by Truck Long Distance,2396.29
63590322_5aba_43bf_8b48_5085b31b7fd7,b450b244_96dc_4df9_8549_a42bc39d57b8,60845a2a_07fd_496c_b3b7_dc1423d0ab18,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Gruenendeich Harbor by Truck Oversized Low Bed,2396.29
8b101a1d_ed6d_4cbf_ade2_1ae120522976,b450b244_96dc_4df9_8549_a42bc39d57b8,60845a2a_07fd_496c_b3b7_dc1423d0ab18,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Gruenendeich Harbor by Truck Oversized Standard Bed,2396.29
48c7ba2c_d4cf_40d1_9dda_f2c3706d58be,b450b244_96dc_4df9_8549_a42bc39d57b8,7fbe9045_8db3_4abf_99fa_b3d9532fa6aa,34e58906_4489_4bff_b20b_62efc7663d43,Porto Harbor to Hamburg FAL by Oversized Under Deck RoRo Ship,3224.58
0cf248d4_e6b6_4e66_87e6_7452e9562bc0,b450b244_96dc_4df9_8549_a42bc39d57b8,7fbe9045_8db3_4abf_99fa_b3d9532fa6aa,0e625668_0d9d_4505_88d3_2f4c793a630e,Porto Harbor to Hamburg FAL by Sea Large Container Ship,3224.58
16403a69_945f_477e_b574_511c68074ed4,b450b244_96dc_4df9_8549_a42bc39d57b8,7fbe9045_8db3_4abf_99fa_b3d9532fa6aa,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Hamburg FAL by Truck General Cargo,2402.68
d731ac56_2058_4cea_a194_05a52917a27d,b450b244_96dc_4df9_8549_a42bc39d57b8,7fbe9045_8db3_4abf_99fa_b3d9532fa6aa,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Hamburg FAL by Truck Long Distance,2402.68
bce52ef1_72d4_4842_896e_a959a66897c5,b450b244_96dc_4df9_8549_a42bc39d57b8,7fbe9045_8db3_4abf_99fa_b3d9532fa6aa,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Hamburg FAL by Truck Oversized Low Bed,2402.68
f9d593f2_8ae3_4b1c_a4e6_363516477694,b450b244_96dc_4df9_8549_a42bc39d57b8,7fbe9045_8db3_4abf_99fa_b3d9532fa6aa,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Hamburg FAL by Truck Oversized Standard Bed,2402.68
f3ae7744_ce60_4e1d_9798_f410e65cee12,b450b244_96dc_4df9_8549_a42bc39d57b8,75247798_8935_42ae_a458_1ca7a1c694a6,34e58906_4489_4bff_b20b_62efc7663d43,Porto Harbor to Hamburg Harbor by Oversized Under Deck RoRo Ship,3228.83
20b5dcc2_2d55_40f2_96ab_7e14c00e2a40,b450b244_96dc_4df9_8549_a42bc39d57b8,75247798_8935_42ae_a458_1ca7a1c694a6,0e625668_0d9d_4505_88d3_2f4c793a630e,Porto Harbor to Hamburg Harbor by Sea Large Container Ship,3228.83
f7ddb687_3b47_46c8_9ad9_420146a72003,b450b244_96dc_4df9_8549_a42bc39d57b8,75247798_8935_42ae_a458_1ca7a1c694a6,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Hamburg Harbor by Truck General Cargo,2411.68
dc5f8a62_49c8_4b9d_9dd2_d1c9a44a24a6,b450b244_96dc_4df9_8549_a42bc39d57b8,75247798_8935_42ae_a458_1ca7a1c694a6,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Hamburg Harbor by Truck Long Distance,2411.68
e5d42a87_fd9d_4c6c_a7fa_c7846ad9eda9,b450b244_96dc_4df9_8549_a42bc39d57b8,75247798_8935_42ae_a458_1ca7a1c694a6,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Hamburg Harbor by Truck Oversized Low Bed,2411.68
f4319702_aae7_4b91_be5a_5615a7b3c339,b450b244_96dc_4df9_8549_a42bc39d57b8,75247798_8935_42ae_a458_1ca7a1c694a6,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Hamburg Harbor by Truck Oversized Standard Bed,2411.68
721d9531_989c_4583_a631_747762210fc2,b450b244_96dc_4df9_8549_a42bc39d57b8,dde958aa_9ba9_4b2b_b19d_5bbf8878955e,34e58906_4489_4bff_b20b_62efc7663d43,Porto Harbor to Hamburg by Oversized Under Deck RoRo Ship,3224.58
1828514c_2d20_4075_bea3_ee875e3cf634,b450b244_96dc_4df9_8549_a42bc39d57b8,dde958aa_9ba9_4b2b_b19d_5bbf8878955e,0e625668_0d9d_4505_88d3_2f4c793a630e,Porto Harbor to Hamburg by Sea Large Container Ship,3224.58
53720630_1f33_4f53_b48e_c60f56610f5b,b450b244_96dc_4df9_8549_a42bc39d57b8,dde958aa_9ba9_4b2b_b19d_5bbf8878955e,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Hamburg by Truck General Cargo,2402.68
1396102a_1755_4865_a2fc_38cc71b2f221,b450b244_96dc_4df9_8549_a42bc39d57b8,dde958aa_9ba9_4b2b_b19d_5bbf8878955e,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Hamburg by Truck Long Distance,2402.68
e0c5c0a3_2093_4e49_ae25_06bb5fcdcdce,b450b244_96dc_4df9_8549_a42bc39d57b8,dde958aa_9ba9_4b2b_b19d_5bbf8878955e,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Hamburg by Truck Oversized Low Bed,2402.68
eb2fe57a_d1b6_40d1_ba6c_d32e2d03178a,b450b244_96dc_4df9_8549_a42bc39d57b8,dde958aa_9ba9_4b2b_b19d_5bbf8878955e,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Hamburg by Truck Oversized Standard Bed,2402.68
c7ad09bb_1ba2_4c27_a8cb_0fd516c5934b,b450b244_96dc_4df9_8549_a42bc39d57b8,f046a1e9_1532_4745_a970_c9f3bb3ff189,34e58906_4489_4bff_b20b_62efc7663d43,Porto Harbor to Houston Harbor by Oversized Under Deck RoRo Ship,8687.74
8268290c_f35d_4aad_bf39_30a19b1da673,b450b244_96dc_4df9_8549_a42bc39d57b8,f046a1e9_1532_4745_a970_c9f3bb3ff189,0e625668_0d9d_4505_88d3_2f4c793a630e,Porto Harbor to Houston Harbor by Sea Large Container Ship,8687.74
3dc4ee51_0cf5_47de_b1c1_785123bd04ee,b450b244_96dc_4df9_8549_a42bc39d57b8,6b8861a0_38cf_4b61_bd2d_27476a9cc86d,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Illescas by Truck General Cargo,584.58
d26dae7e_52a8_4d0d_be61_c99353515985,b450b244_96dc_4df9_8549_a42bc39d57b8,6b8861a0_38cf_4b61_bd2d_27476a9cc86d,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Illescas by Truck Long Distance,584.58
607c7116_aa37_4d84_8e62_8dc67f72cba7,b450b244_96dc_4df9_8549_a42bc39d57b8,6b8861a0_38cf_4b61_bd2d_27476a9cc86d,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Illescas by Truck Oversized Low Bed,584.58
c5a457a1_f6d3_428d_95ea_95edc88cc401,b450b244_96dc_4df9_8549_a42bc39d57b8,6b8861a0_38cf_4b61_bd2d_27476a9cc86d,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Illescas by Truck Oversized Standard Bed,584.58
7d36f183_8c52_45a3_9fa4_b4f8cfdb6fa3,b450b244_96dc_4df9_8549_a42bc39d57b8,83c3543c_9497_4a40_87a5_50ea5926ee10,34e58906_4489_4bff_b20b_62efc7663d43,Porto Harbor to Izmir Harbor by Oversized Under Deck RoRo Ship,3945.06
5461331c_442c_4b52_b86a_c3f939487d34,b450b244_96dc_4df9_8549_a42bc39d57b8,83c3543c_9497_4a40_87a5_50ea5926ee10,0e625668_0d9d_4505_88d3_2f4c793a630e,Porto Harbor to Izmir Harbor by Sea Large Container Ship,3945.06
aa3df2a9_5366_45e7_82b4_df5c1a01e212,b450b244_96dc_4df9_8549_a42bc39d57b8,83c3543c_9497_4a40_87a5_50ea5926ee10,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Izmir Harbor by Truck General Cargo,4171.28
59dfa594_03a7_4896_826f_8c21da65c560,b450b244_96dc_4df9_8549_a42bc39d57b8,83c3543c_9497_4a40_87a5_50ea5926ee10,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Izmir Harbor by Truck Long Distance,4171.28
4f627b93_2a76_4267_8e22_e57fd18f992c,b450b244_96dc_4df9_8549_a42bc39d57b8,83c3543c_9497_4a40_87a5_50ea5926ee10,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Izmir Harbor by Truck Oversized Low Bed,4171.28
0eff9996_081c_4978_b2fc_571acb7ebe91,b450b244_96dc_4df9_8549_a42bc39d57b8,83c3543c_9497_4a40_87a5_50ea5926ee10,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Izmir Harbor by Truck Oversized Standard Bed,4171.28
225e8370_1fb5_4dfe_8e2e_4fd550f7258d,b450b244_96dc_4df9_8549_a42bc39d57b8,dbd7d3ce_be13_4d7f_8e45_fee916ef0260,34e58906_4489_4bff_b20b_62efc7663d43,Porto Harbor to Izmit Harbor by Oversized Under Deck RoRo Ship,4300.81
3a6ac60f_8426_4fd0_b9ea_662a5de07f9c,b450b244_96dc_4df9_8549_a42bc39d57b8,dbd7d3ce_be13_4d7f_8e45_fee916ef0260,0e625668_0d9d_4505_88d3_2f4c793a630e,Porto Harbor to Izmit Harbor by Sea Large Container Ship,4300.81
a0f1c8c1_f336_44e9_8b41_ec0cfb5e94c7,b450b244_96dc_4df9_8549_a42bc39d57b8,dbd7d3ce_be13_4d7f_8e45_fee916ef0260,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Izmit Harbor by Truck General Cargo,3964.05
009a893e_a1c2_475c_ace5_34f6c37c5fe1,b450b244_96dc_4df9_8549_a42bc39d57b8,dbd7d3ce_be13_4d7f_8e45_fee916ef0260,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Izmit Harbor by Truck Long Distance,3964.05
6f22dafe_fb77_4027_93ea_8252ed22740e,b450b244_96dc_4df9_8549_a42bc39d57b8,dbd7d3ce_be13_4d7f_8e45_fee916ef0260,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Izmit Harbor by Truck Oversized Low Bed,3964.05
b739a1ca_fd1f_4d90_96e3_a8ac85436edc,b450b244_96dc_4df9_8549_a42bc39d57b8,dbd7d3ce_be13_4d7f_8e45_fee916ef0260,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Izmit Harbor by Truck Oversized Standard Bed,3964.05
f9afe37c_e317_4f4c_81b4_aa98c0abc1e4,b450b244_96dc_4df9_8549_a42bc39d57b8,aa531e3d_e640_4222_9d58_1f151f8764d3,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Kahramankazan by Truck General Cargo,4285.63
9a2804ce_9d93_42d8_8c20_052cd905365d,b450b244_96dc_4df9_8549_a42bc39d57b8,aa531e3d_e640_4222_9d58_1f151f8764d3,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Kahramankazan by Truck Long Distance,4285.63
086a3257_4a2a_4625_a5db_e3a2bbde1f3c,b450b244_96dc_4df9_8549_a42bc39d57b8,aa531e3d_e640_4222_9d58_1f151f8764d3,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Kahramankazan by Truck Oversized Low Bed,4285.63
68cbdc81_8f55_458f_9807_35db50ce2070,b450b244_96dc_4df9_8549_a42bc39d57b8,aa531e3d_e640_4222_9d58_1f151f8764d3,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Kahramankazan by Truck Oversized Standard Bed,4285.63
3fc301ae_0d2e_475b_a78b_ba3d73565c56,b450b244_96dc_4df9_8549_a42bc39d57b8,e861b3d9_337a_4e15_bee8_1800e84440b8,34e58906_4489_4bff_b20b_62efc7663d43,Porto Harbor to Liverpool Harbor by Oversized Under Deck RoRo Ship,1547.66
59c668b8_1673_4a5e_9b08_eaf48de6157d,b450b244_96dc_4df9_8549_a42bc39d57b8,e861b3d9_337a_4e15_bee8_1800e84440b8,0e625668_0d9d_4505_88d3_2f4c793a630e,Porto Harbor to Liverpool Harbor by Sea Large Container Ship,1547.66
ef0980f1_893d_4f10_8eb1_bfb2de05d89d,b450b244_96dc_4df9_8549_a42bc39d57b8,0b2fe165_e926_44dd_8bd2_f4aca2b0c488,34e58906_4489_4bff_b20b_62efc7663d43,Porto Harbor to Marseille Harbor by Oversized Under Deck RoRo Ship,2177.63
97667da8_7927_4eb4_ad14_ef692ca6d437,b450b244_96dc_4df9_8549_a42bc39d57b8,0b2fe165_e926_44dd_8bd2_f4aca2b0c488,0e625668_0d9d_4505_88d3_2f4c793a630e,Porto Harbor to Marseille Harbor by Sea Large Container Ship,2177.63
cbedae3e_d768_40e2_9921_e3fb9fffd32a,b450b244_96dc_4df9_8549_a42bc39d57b8,0b2fe165_e926_44dd_8bd2_f4aca2b0c488,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Marseille Harbor by Truck General Cargo,1460.57
ce374180_d2f9_44ab_a339_792904865da1,b450b244_96dc_4df9_8549_a42bc39d57b8,0b2fe165_e926_44dd_8bd2_f4aca2b0c488,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Marseille Harbor by Truck Long Distance,1460.57
a17faa74_c8a3_4664_9541_c97ed3dd4d16,b450b244_96dc_4df9_8549_a42bc39d57b8,0b2fe165_e926_44dd_8bd2_f4aca2b0c488,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Marseille Harbor by Truck Oversized Low Bed,1460.57
407bb746_df29_4f92_a32c_9687cdeeb597,b450b244_96dc_4df9_8549_a42bc39d57b8,0b2fe165_e926_44dd_8bd2_f4aca2b0c488,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Marseille Harbor by Truck Oversized Standard Bed,1460.57
7ea99ea0_199f_402d_ba85_b99b75e3dbd1,b450b244_96dc_4df9_8549_a42bc39d57b8,28cb8038_0016_4512_81e7_ec56570d2fa7,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Meaulte by Truck General Cargo,1676.77
8aade5a8_961e_41b6_a0b0_1dce79a6afd3,b450b244_96dc_4df9_8549_a42bc39d57b8,28cb8038_0016_4512_81e7_ec56570d2fa7,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Meaulte by Truck Long Distance,1676.77
663b0e8b_5fcb_407b_82da_8dff9c44eef1,b450b244_96dc_4df9_8549_a42bc39d57b8,28cb8038_0016_4512_81e7_ec56570d2fa7,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Meaulte by Truck Oversized Low Bed,1676.77
b8a837da_bb1a_42f0_8c62_87ec022e9d62,b450b244_96dc_4df9_8549_a42bc39d57b8,28cb8038_0016_4512_81e7_ec56570d2fa7,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Meaulte by Truck Oversized Standard Bed,1676.77
8e651ca7_1f12_4929_b436_919d62dd17ae,b450b244_96dc_4df9_8549_a42bc39d57b8,80861229_691d_41aa_ae4e_c372c311cd59,34e58906_4489_4bff_b20b_62efc7663d43,Porto Harbor to Mersin Harbor by Oversized Under Deck RoRo Ship,4581.72
23fb949c_0cb0_453c_8789_e1b35e8834d3,b450b244_96dc_4df9_8549_a42bc39d57b8,80861229_691d_41aa_ae4e_c372c311cd59,0e625668_0d9d_4505_88d3_2f4c793a630e,Porto Harbor to Mersin Harbor by Sea Large Container Ship,4581.72
3e617e52_8cf1_4b57_be49_dbe5bb7ff711,b450b244_96dc_4df9_8549_a42bc39d57b8,80861229_691d_41aa_ae4e_c372c311cd59,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Mersin Harbor by Truck General Cargo,4805.84
1fb6b774_b624_4c79_b23c_19f0039a2059,b450b244_96dc_4df9_8549_a42bc39d57b8,80861229_691d_41aa_ae4e_c372c311cd59,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Mersin Harbor by Truck Long Distance,4805.84
bfb0e2b4_911c_4803_8eee_490f7e253675,b450b244_96dc_4df9_8549_a42bc39d57b8,80861229_691d_41aa_ae4e_c372c311cd59,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Mersin Harbor by Truck Oversized Low Bed,4805.84
dcde31e4_23c8_4aba_8c1d_a4b3c18fec8d,b450b244_96dc_4df9_8549_a42bc39d57b8,80861229_691d_41aa_ae4e_c372c311cd59,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Mersin Harbor by Truck Oversized Standard Bed,4805.84
cd3cbc15_6b1f_46f0_9dad_3e2c79f43f10,b450b244_96dc_4df9_8549_a42bc39d57b8,2bdb1395_a4f9_466d_875f_249b5de56f47,34e58906_4489_4bff_b20b_62efc7663d43,Porto Harbor to Mobile Harbor by Oversized Under Deck RoRo Ship,8122.32
8f02a63f_2035_420b_ae21_57d51f333512,b450b244_96dc_4df9_8549_a42bc39d57b8,2bdb1395_a4f9_466d_875f_249b5de56f47,0e625668_0d9d_4505_88d3_2f4c793a630e,Porto Harbor to Mobile Harbor by Sea Large Container Ship,8122.32
0179674b_247d_467e_b6ed_129f9f4b2cf9,b450b244_96dc_4df9_8549_a42bc39d57b8,9cf12b87_e683_4b0d_a870_b64cbd37a386,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Mochau by Truck General Cargo,2474.14
3c9248b9_8898_4638_8388_acd4433ae99c,b450b244_96dc_4df9_8549_a42bc39d57b8,9cf12b87_e683_4b0d_a870_b64cbd37a386,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Mochau by Truck Long Distance,2474.14
f82bdd84_30bc_4dca_ae0c_0bbb7f599115,b450b244_96dc_4df9_8549_a42bc39d57b8,9cf12b87_e683_4b0d_a870_b64cbd37a386,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Mochau by Truck Oversized Low Bed,2474.14
07aa4d9a_39f2_48a4_a1e3_1c05d16a9c2c,b450b244_96dc_4df9_8549_a42bc39d57b8,9cf12b87_e683_4b0d_a870_b64cbd37a386,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Mochau by Truck Oversized Standard Bed,2474.14
e1b45927_fba9_478c_aec2_629308a82efe,b450b244_96dc_4df9_8549_a42bc39d57b8,0ddf14ce_c955_4918_882c_85a80bbed6e2,34e58906_4489_4bff_b20b_62efc7663d43,Porto Harbor to Montoir Harbor by Oversized Under Deck RoRo Ship,975.65
389b5a94_952d_46ed_a274_2110b1d7650b,b450b244_96dc_4df9_8549_a42bc39d57b8,0ddf14ce_c955_4918_882c_85a80bbed6e2,0e625668_0d9d_4505_88d3_2f4c793a630e,Porto Harbor to Montoir Harbor by Sea Large Container Ship,975.65
5e71033b_52ca_40a9_984b_19442b698cc4,b450b244_96dc_4df9_8549_a42bc39d57b8,0ddf14ce_c955_4918_882c_85a80bbed6e2,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Montoir Harbor by Truck General Cargo,1341.52
d30504e9_05b7_47a2_8b0e_8cef92cf2a67,b450b244_96dc_4df9_8549_a42bc39d57b8,0ddf14ce_c955_4918_882c_85a80bbed6e2,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Montoir Harbor by Truck Long Distance,1341.51
3305ac66_1464_4455_82ed_befb62518734,b450b244_96dc_4df9_8549_a42bc39d57b8,0ddf14ce_c955_4918_882c_85a80bbed6e2,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Montoir Harbor by Truck Oversized Low Bed,1341.52
8fbaaeb2_6f06_41bc_a465_2630cb4ba55c,b450b244_96dc_4df9_8549_a42bc39d57b8,0ddf14ce_c955_4918_882c_85a80bbed6e2,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Montoir Harbor by Truck Oversized Standard Bed,1341.51
9ff92999_5fcf_4ddf_a671_34b9981c0f44,b450b244_96dc_4df9_8549_a42bc39d57b8,a1306666_cd1d_4328_b2d6_595dbd82945a,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Montoir de Bretagne by Truck General Cargo,1341.58
fc4b1069_4159_43b7_aa71_19cff8305d69,b450b244_96dc_4df9_8549_a42bc39d57b8,a1306666_cd1d_4328_b2d6_595dbd82945a,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Montoir de Bretagne by Truck Long Distance,1341.58
47f36de3_c1be_49b6_a6e1_e744819cdb1d,b450b244_96dc_4df9_8549_a42bc39d57b8,a1306666_cd1d_4328_b2d6_595dbd82945a,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Montoir de Bretagne by Truck Oversized Low Bed,1341.58
e6e3ffbe_6295_4896_90c2_29262f0c8479,b450b244_96dc_4df9_8549_a42bc39d57b8,a1306666_cd1d_4328_b2d6_595dbd82945a,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Montoir de Bretagne by Truck Oversized Standard Bed,1341.58
53fd2fba_6986_48d0_b698_96786d013793,b450b244_96dc_4df9_8549_a42bc39d57b8,6e6521b1_db07_47cc_a228_888b85ef5a20,34e58906_4489_4bff_b20b_62efc7663d43,Porto Harbor to Montreal Harbor by Oversized Under Deck RoRo Ship,6196.4
f131c688_d87a_4c6a_bc3d_26626f2e9be4,b450b244_96dc_4df9_8549_a42bc39d57b8,6e6521b1_db07_47cc_a228_888b85ef5a20,0e625668_0d9d_4505_88d3_2f4c793a630e,Porto Harbor to Montreal Harbor by Sea Large Container Ship,6196.4
aff3a604_f179_43f5_a5cf_dbf555aa9452,b450b244_96dc_4df9_8549_a42bc39d57b8,d525ccbe_1708_4118_8415_723aaf7c0062,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Nantes by Truck General Cargo,1284.01
d1e884ce_c286_4064_ad61_5a9afc37cc58,b450b244_96dc_4df9_8549_a42bc39d57b8,d525ccbe_1708_4118_8415_723aaf7c0062,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Nantes by Truck Long Distance,1284.01
491b07bf_3d9a_4403_afe3_592fac700756,b450b244_96dc_4df9_8549_a42bc39d57b8,d525ccbe_1708_4118_8415_723aaf7c0062,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Nantes by Truck Oversized Low Bed,1284.01
813fa06a_a18e_474c_b473_ff295f08c2fd,b450b244_96dc_4df9_8549_a42bc39d57b8,d525ccbe_1708_4118_8415_723aaf7c0062,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Nantes by Truck Oversized Standard Bed,1284.01
b62301a1_bf14_4393_95d9_2058e06a9f27,b450b244_96dc_4df9_8549_a42bc39d57b8,06d37e07_9949_489a_aadb_efe33049c442,34e58906_4489_4bff_b20b_62efc7663d43,Porto Harbor to Naples Harbor by Oversized Under Deck RoRo Ship,2726.51
a29ec5eb_7919_4e11_8f3c_f2a6e270fbdb,b450b244_96dc_4df9_8549_a42bc39d57b8,06d37e07_9949_489a_aadb_efe33049c442,0e625668_0d9d_4505_88d3_2f4c793a630e,Porto Harbor to Naples Harbor by Sea Large Container Ship,2726.51
181242af_b9dd_4076_9913_e29be21b3eae,b450b244_96dc_4df9_8549_a42bc39d57b8,06d37e07_9949_489a_aadb_efe33049c442,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Naples Harbor by Truck General Cargo,2513.69
bbc0b619_1bec_4421_8cac_5bcf7da645eb,b450b244_96dc_4df9_8549_a42bc39d57b8,06d37e07_9949_489a_aadb_efe33049c442,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Naples Harbor by Truck Long Distance,2513.67
615e8f6b_5fb0_431b_9a45_31bd65450572,b450b244_96dc_4df9_8549_a42bc39d57b8,06d37e07_9949_489a_aadb_efe33049c442,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Naples Harbor by Truck Oversized Low Bed,2513.69
8f72e702_4e89_4bf3_933e_30f639dd4fff,b450b244_96dc_4df9_8549_a42bc39d57b8,06d37e07_9949_489a_aadb_efe33049c442,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Naples Harbor by Truck Oversized Standard Bed,2513.67
d60803f7_db28_4177_8743_6f54829567e9,b450b244_96dc_4df9_8549_a42bc39d57b8,922f9ad2_d00c_4264_9c4c_f2e25691489f,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Nola by Truck General Cargo,2508.25
5a1c67da_9648_40ff_8791_7dee106b4554,b450b244_96dc_4df9_8549_a42bc39d57b8,922f9ad2_d00c_4264_9c4c_f2e25691489f,4c64b530_fed0_495d_ac8a_05ea7588071c,Porto Harbor to Nola by Truck Long Distance,2508.24
021de389_7568_4d10_b415_cbdf0ab1f754,b450b244_96dc_4df9_8549_a42bc39d57b8,922f9ad2_d00c_4264_9c4c_f2e25691489f,45918dea_722e_4bd0_9662_fdf0d6343191,Porto Harbor to Nola by Truck Oversized Low Bed,2508.25
010c2115_ba08_4b00_aa6a_9e6fb64b8882,b450b244_96dc_4df9_8549_a42bc39d57b8,922f9ad2_d00c_4264_9c4c_f2e25691489f,fe4de180_4453_402c_a2f9_110777b278fa,Porto Harbor to Nola by Truck Oversized Standard Bed,2508.24
27472713_159c_4ef3_89bc_a5c844514112,b450b244_96dc_4df9_8549_a42bc39d57b8,2a015e49_a51a_4a9d_b16d_3a0334996abe,34e58906_4489_4bff_b20b_62efc7663d43,Porto Harbor to Nordenham by Oversized Under Deck RoRo Ship,3145.16
656ce65a_79f5_4392_b24e_db4d2ce5bbe5,b450b244_96dc_4df9_8549_a42bc39d57b8,2a015e49_a51a_4a9d_b16d_3a0334996abe,0e625668_0d9d_4505_88d3_2f4c793a630e,Porto Harbor to Nordenham by Sea Large Container Ship,3145.16
1fbc6d6c_abfc_488b_ac8c_7709059c1816,b450b244_96dc_4df9_8549_a42bc39d57b8,2a015e49_a51a_4a9d_b16d_3a0334996abe,c0b0e492_d453_4421_8b88_a157bdee5b02,Porto Harbor to Nordenham by Truck General Cargo,2345.15
